Initalisierung abgeschlossen !
****************************************************************************************
Taste drücken, um Phase 1 zu starten.
Start Phase 1: Beide Tore werden jetzt mit PWM=200 bis zum Anschlag geöffnet (PHASE1_OPENING)....
Initiale Werte:	4482;	 st:1;	 PWM-R:0;	 PWM-L:0;	 I-R:0;	 I-L:0;	 I-R-Lim:0;	 I-L-Lim:0;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
Start Phase 1: Das linke Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Start Phase 1: Das rechte Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Phase 1: Beide Tore sind nun bis zum Anschlag geöffnet und gestoppt
Phase 1: ...  3 Sekunden Pause zur Beruhigung der Tore .....
Phase 1: Ermitteln des erforderlichen PWM-Wertes für Erkennung Überlast/Anschlag beginnt (PHASE1_TESTING)....
Initiale Werte:	14544;	 st:2;	 PWM-R:0;	 PWM-L:0;	 I-R:340;	 I-L:0;	 I-R-Lim:290;	 I-L-Lim:290;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
14556:	 PWM(L): 0;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34678:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34685:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34693:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
34700:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34707:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34714:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34721:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
34727:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
34735:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34742:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34749:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34756:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34763:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34770:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34778:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34785:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34792:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34799:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
34806:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34813:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34821:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34828:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
34835:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34842:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34849:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34856:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 2
34864:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34871:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 1
34878:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
34885:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34892:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34899:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34907:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34914:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
34921:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34928:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34935:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34942:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
34950:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34957:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34964:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
34971:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
34978:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
34984:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 2
34992:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
34999:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35006:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35013:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35020:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35027:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35035:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35042:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35049:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35056:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35063:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35070:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35078:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35085:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35092:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35099:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35106:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35113:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
35121:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35128:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
35135:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35142:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35149:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35156:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35164:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35171:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35178:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35185:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35192:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35200:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35207:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35214:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 1
35221:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35228:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35235:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35243:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35249:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35256:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35263:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35270:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35277:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35284:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35292:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35299:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35306:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35313:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35320:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35328:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35335:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35342:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35349:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35356:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35363:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35371:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35378:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35385:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35392:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35399:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35406:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35414:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35421:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35428:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35435:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35442:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35449:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35457:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35464:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35471:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35478:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35485:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35492:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35500:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35506:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35513:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35520:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35527:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35534:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35542:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
35549:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35556:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35563:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35570:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35577:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35585:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35592:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
35599:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35606:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35613:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35620:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35628:	 PWM(L): 110;	 aktuelle Stromstärke: 4;	 Stromstärke (vorheriger Wert): 3
35635:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35642:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 2
35649:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35656:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35663:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35671:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35678:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35685:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 2
35692:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35699:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35706:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35714:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
35721:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35728:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35735:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35742:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 2
35749:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35757:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35764:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35770:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
35777:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35784:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35791:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35799:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35806:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35813:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35820:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35827:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 3
35834:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35842:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35849:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
35856:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35863:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35870:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35877:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
35885:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35892:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35899:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35906:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35913:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35920:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35928:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35935:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35942:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35949:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35956:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
35963:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35971:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 3
35978:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35985:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 2
35992:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
35999:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 3
36006:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
36014:	 PWM(L): 110;	 aktuelle Stromstärke: 3;	 Stromstärke (vorheriger Wert): 2
36021:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36028:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 3
36034:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36041:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36048:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36056:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36063:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36070:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36077:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36084:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36091:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36099:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36106:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36113:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36120:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36127:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36134:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36142:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
36149:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36156:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36163:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36170:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36177:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36185:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36192:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36199:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36206:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36213:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36220:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36228:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36235:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36242:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
36249:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36256:	 PWM(L): 110;	 aktuelle Stromstärke: 2;	 Stromstärke (vorheriger Wert): 1
36263:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36271:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36278:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36285:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36291:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36298:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36305:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36313:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 0
36320:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36327:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36334:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36341:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36348:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36356:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
36363:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36370:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36377:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36384:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36391:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36399:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36406:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36413:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36420:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36427:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36434:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36442:	 PWM(L): 110;	 aktuelle Stromstärke: 1;	 Stromstärke (vorheriger Wert): 1
36449:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36456:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36463:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36470:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36477:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36485:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36492:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
36499:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
36506:	 PWM(L): 110;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 0
